incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0844,P065,2039629197,1966-02-26,2024-10-11,09:16,2024-10-13,Supported Independent Living (SIL) Home,"3976 Brady Bridge Suite 117, Campbelltown, NSW 2560",Verbal Abuse / Argument,Threatening language,Low,False,C5527,Follow-up: Staff member was verbally abused by a participant.,Reassessed: Staff involved supported and debriefed.,Continued: Discussion with all participants about respectful communication.,Underlying behavioural issues,Brenda Williams,Bruising,Low,True,True,GP Consultation,,7 days
INC0845,P009,8828505652,1992-02-26,2025-03-13,20:16,2025-03-13,Office/Administrative Area,"754 Oliver Courts, Penrith, NSW 2750",Environmental Hazard,Electrical hazard,Medium,True,C3753,Follow-up: Sharp object found on the floor in a common area.,Reassessed: Safety of participants and staff ensured.,Continued: Staff training on identifying and reporting hazards.,Poor lighting in certain areas,Beth Miller MD,,,False,False,,,5 business days
INC0846,P053,9502142898,1966-02-26,2025-08-27,03:30,2025-09-03,Participant's residence - Communal area,"46617 Joshua Ports Apt. 100, Blacktown, NSW 2148",Behavioural Incident,Disruption,Medium,True,C9658,Follow-up: Participant caused significant disruption to a planned outing.,Reassessed: Calming techniques and protective gear applied.,Continued: Environmental modifications to reduce triggers.,Communication difficulties,James Reese,,,False,False,,,5 business days
INC0847,P038,9511662391,1962-05-19,2025-02-03,10:08,2025-02-05,Participant's residence - Kitchen,"44705 Walker Inlet Apt. 376, Bondi, NSW 2026",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C1288,Follow-up: Threatening language used by a visitor towards staff.,Reassessed: Verbal redirection and positive behaviour cues applied.,Continued: Formal report to NDIS Commission if reportable.,Miscommunication about schedule,Sandra Owens,,,False,False,,,7 days
INC0848,P038,9511662391,1962-05-19,2025-01-30,21:39,2025-02-02,Participant's residence - Kitchen,"44705 Walker Inlet Apt. 376, Bondi, NSW 2026",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C1288,Follow-up: Threatening language used by a visitor towards staff.,Reassessed: Verbal redirection and positive behaviour cues applied.,Continued: Formal report to NDIS Commission if reportable.,Miscommunication about schedule,Sandra Owens,,,False,False,,,7 days
INC0849,P006,5286448720,1981-08-11,2025-04-02,12:00,2025-04-08,Participant's residence - Bedroom,"51240 Claudia Shoals Suite 414, Campbelltown, NSW 2560",Self-Harm / Suicide,Suicide attempts,Critical,True,C9574,"Follow-up: After an upsetting phone call, the participant ingested several non-prescription tablets in distress.",Reassessed: Review of participant's risk assessment and safety plan.,Continued: Discussion with family/guardian about ongoing support.,Changes in routine or environment,Terri Kelly,Death,Critical,False,False,,,24 hours
INC0850,P006,5286448720,1981-08-11,2025-04-02,00:11,2025-04-05,Participant's residence - Bedroom,"51240 Claudia Shoals Suite 414, Campbelltown, NSW 2560",Self-Harm / Suicide,Suicide attempts,Critical,True,C9574,"Follow-up: After an upsetting phone call, the participant ingested several non-prescription tablets in distress.",Reassessed: Review of participant's risk assessment and safety plan.,Continued: Discussion with family/guardian about ongoing support.,Changes in routine or environment,Terri Kelly,Death,Critical,False,False,,,24 hours
INC0851,P034,1425474793,2002-10-26,2025-05-09,14:30,2025-05-16,Therapy Room,"038 Adams Springs, Sydney, NSW 2000",Verbal Abuse / Argument,Hostile disagreements,Low,False,C9651,Follow-up: Threatening language used by a visitor towards staff.,Reassessed: Risk assessment of the situation.,Continued: Staff training on de-escalation and conflict resolution.,Lack of positive behaviour reinforcement,Vincent Harris,,,False,False,,,7 days
INC0852,P011,1418362089,1978-12-07,2025-03-10,12:45,2025-03-16,Supported Independent Living (SIL) Home,"012 Hannah Groves, Penrith, NSW 2750",Near Miss,Door not secured,Low,False,C6511,"Follow-up: Fire alarm was activated unintentionally, but no fire occurred.",Reassessed: Staff removed hazard and documented situation.,Continued: Communication with staff about vigilance and safety culture.,Sharp object within reach,Tamara Barnes,,,False,False,,,7 days
INC0853,P011,1418362089,1978-12-07,2025-03-05,12:50,2025-03-11,Supported Independent Living (SIL) Home,"012 Hannah Groves, Penrith, NSW 2750",Near Miss,Door not secured,Low,False,C6511,"Follow-up: Fire alarm was activated unintentionally, but no fire occurred.",Reassessed: Staff removed hazard and documented situation.,Continued: Communication with staff about vigilance and safety culture.,Sharp object within reach,Tamara Barnes,,,False,False,,,7 days
INC0854,P071,6777339499,1989-09-19,2025-02-24,14:25,2025-02-25,Supported Independent Living (SIL) Home,"7965 Sara Fall Suite 518, Parramatta, NSW 2150",Neglect (Expanded),Unsafe hygiene,High,True,C2315,Follow-up: Vital signs monitoring was missed as per care plan.,Reassessed: Participant’s health and emotional state assessed immediately.,Continued: Medication administration procedures reinforced.,Understaffing led to missed checks,Michele Peterson,Deep wounds,High,False,False,,,24 hours
INC0855,P071,6777339499,1989-09-19,2025-02-27,11:45,2025-03-02,Supported Independent Living (SIL) Home,"7965 Sara Fall Suite 518, Parramatta, NSW 2150",Neglect (Expanded),Unsafe hygiene,High,True,C2315,Follow-up: Vital signs monitoring was missed as per care plan.,Reassessed: Participant’s health and emotional state assessed immediately.,Continued: Medication administration procedures reinforced.,Understaffing led to missed checks,Michele Peterson,Deep wounds,High,False,False,,,24 hours
INC0856,P050,2405626335,1985-10-09,2025-02-18,01:56,2025-02-22,Office/Administrative Area,"715 Jared Land, Wollongong, NSW 2500",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C8959,Follow-up: Staff member used participant's funds for personal items.,Reassessed: Internal investigation commenced.,Continued: Legal advice sought if necessary.,Poor documentation of expenses,Michael Brooks,Lacerations,Medium,False,False,,,5 business days
INC0857,P051,8350878635,1976-05-30,2025-04-11,00:23,2025-04-16,Office/Administrative Area,"4115 Justin Shoal, Parramatta, NSW 2150",Financial Misconduct / Error,Theft,Medium,True,C4747,Follow-up: Receipts for purchases did not match the participant's plan.,Reassessed: Participant and guardian informed.,Continued: Policies on managing participant funds updated and reinforced.,Authorisation process bypassed,Danielle Kelley,,,False,False,,,5 business days
INC0858,P051,8350878635,1976-05-30,2025-04-17,22:50,2025-04-17,Office/Administrative Area,"4115 Justin Shoal, Parramatta, NSW 2150",Financial Misconduct / Error,Theft,Medium,True,C4747,Follow-up: Receipts for purchases did not match the participant's plan.,Reassessed: Participant and guardian informed.,Continued: Policies on managing participant funds updated and reinforced.,Authorisation process bypassed,Danielle Kelley,,,False,False,,,5 business days
INC0859,P038,9511662391,1962-05-19,2025-04-29,18:18,2025-05-03,Participant's residence - Communal area,"616 Kathleen Vista Apt. 057, Bondi, NSW 2026",Behavioural Incident,Aggression,Medium,True,C4065,Follow-up: Participant threw food at staff during mealtime.,Reassessed: Guardian/family notified if significant.,Continued: Environmental modifications to reduce triggers.,Escalation warning signs missed,Anthony Castro,,,False,False,,,5 business days
INC0860,P085,6835789389,1973-03-31,2025-02-03,01:16,2025-02-06,Participant's residence - Outdoor area,"522 Caldwell Coves, Newcastle, NSW 2300",Near Miss,Almost tripped,Low,False,C7441,Follow-up: Participant almost accessed an unsupervised area with known risks.,Reassessed: Staff removed hazard and documented situation.,Continued: Staff training on hazard identification and reporting.,Failure to follow existing procedures,Vanessa Davis DDS,Bruising,Low,True,False,,,7 days
INC0861,P032,2098196737,1971-06-03,2024-11-03,19:30,2024-11-07,Participant's residence - Hallway,"012 Lisa View Apt. 883, Sydney, NSW 2000",Service Complaint,Inaccessible services,Low,False,C2243,Follow-up: Complaint regarding difficulty accessing necessary services or appointments.,Reassessed: Relevant staff members involved in the discussion.,Continued: Policies and procedures on complaints management reviewed.,Staff fatigue or low morale,Sabrina King,,,False,False,,,7 days
INC0862,P073,3623339179,1970-05-11,2024-09-30,19:28,2024-09-30,Therapy Room,"76369 Colleen Viaduct Apt. 627, Bondi, NSW 2026",Death,Hospital-related,Critical,True,C3827,Follow-up: Death occurred peacefully in their room with family present.,Reassessed: Police contacted as per protocol for unexplained death.,Continued: Policies and procedures regarding death in service reviewed.,Underlying health condition,Danielle Landry,,,False,False,,,24 hours
INC0863,P073,3623339179,1970-05-11,2024-10-13,10:05,2024-10-15,Therapy Room,"76369 Colleen Viaduct Apt. 627, Bondi, NSW 2026",Death,Hospital-related,Critical,True,C3827,Follow-up: Death occurred peacefully in their room with family present.,Reassessed: Police contacted as per protocol for unexplained death.,Continued: Policies and procedures regarding death in service reviewed.,Underlying health condition,Danielle Landry,,,False,False,,,24 hours
INC0864,P002,3080635547,1994-06-09,2024-10-09,21:18,2024-10-13,Healthcare Facility (Hospital/Clinic),"4538 Fox Park, Blacktown, NSW 2148",Equipment Failure,Bed rail collapse,Medium,True,C3801,"Follow-up: Specialized bed malfunctioned, affecting participant's positioning.",Reassessed: NDIS Commission notified if reportable.,Continued: Policies and procedures on equipment maintenance and reporting failures reinforced.,"Environmental factors (e.g., moisture impacting electronics)",Ryan Curtis,Minor burns,Medium,False,False,,,5 business days
INC0865,P002,3080635547,1994-06-09,2024-10-12,10:53,2024-10-19,Healthcare Facility (Hospital/Clinic),"4538 Fox Park, Blacktown, NSW 2148",Equipment Failure,Bed rail collapse,Medium,True,C3801,"Follow-up: Specialized bed malfunctioned, affecting participant's positioning.",Reassessed: NDIS Commission notified if reportable.,Continued: Policies and procedures on equipment maintenance and reporting failures reinforced.,"Environmental factors (e.g., moisture impacting electronics)",Ryan Curtis,Minor burns,Medium,False,False,,,5 business days
INC0866,P077,7956334871,1992-02-21,2025-04-02,13:33,2025-04-03,Participant's residence - Bathroom,"5756 James Path Apt. 623, Wollongong, NSW 2500",Environmental Hazard,Electrical hazard,Medium,True,C4889,Follow-up: Sharp object found on the floor in a common area.,Reassessed: NDIS Commission notified if reportable.,Continued: Repairs completed and safety measures implemented.,Chemical storage room left open,Brandon Patterson,,,False,False,,,5 business days
INC0867,P077,7956334871,1992-02-21,2025-04-10,21:05,2025-04-15,Participant's residence - Bathroom,"5756 James Path Apt. 623, Wollongong, NSW 2500",Environmental Hazard,Electrical hazard,Medium,True,C4889,Follow-up: Sharp object found on the floor in a common area.,Reassessed: NDIS Commission notified if reportable.,Continued: Repairs completed and safety measures implemented.,Chemical storage room left open,Brandon Patterson,,,False,False,,,5 business days
INC0868,P020,2264587520,1991-07-05,2025-03-06,16:35,2025-03-12,Participant's residence - Staff office,"59648 Reynolds Shores, Campbelltown, NSW 2560",Restrictive Practices (Unauthorised),Seclusion,High,True,C5285,Follow-up: Participant was secluded in a separate room as punishment.,Reassessed: Family/guardian notified.,Continued: Independent review of the incident and practices.,Staff resorting to restrictive practices due to frustration,Peter Cruz,Deep wounds,High,False,False,,,24 hours
INC0869,P041,1670113625,1993-05-09,2024-09-28,10:33,2024-09-30,Participant's residence - Kitchen,"375 Hoffman Way Apt. 585, Liverpool, NSW 2170",Financial Misconduct / Error,Misuse of funds,Medium,True,C6918,Follow-up: Participant reported money missing from their room.,Reassessed: Internal investigation commenced.,Continued: Review of financial oversight and auditing processes.,Participant vulnerability to financial exploitation,Katie Preston,Sprains,Medium,True,True,Hospital Visit,,5 business days
INC0870,P041,1670113625,1993-05-09,2024-09-14,04:08,2024-09-17,Participant's residence - Kitchen,"375 Hoffman Way Apt. 585, Liverpool, NSW 2170",Financial Misconduct / Error,Misuse of funds,Medium,True,C6918,Follow-up: Participant reported money missing from their room.,Reassessed: Internal investigation commenced.,Continued: Review of financial oversight and auditing processes.,Participant vulnerability to financial exploitation,Katie Preston,Sprains,Medium,True,True,Hospital Visit,,5 business days
INC0871,P002,3080635547,1994-06-09,2024-12-29,19:25,2024-12-31,Participant's residence - Staff office,"3289 Hill Junctions Suite 863, Campbelltown, NSW 2560",Service Complaint,Delays,Low,False,C2213,Follow-up: Feedback received about inadequate communication from staff.,Reassessed: Relevant staff members involved in the discussion.,Continued: Staff schedule adjusted for consistency.,Staff fatigue or low morale,Kristi Riley,,,False,False,,,7 days
