incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,incident_type,subcategory,severity,reportable,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome
817,73,469335786,2001-02-23,2025-05-15,08:52,,"407 Pitt St, Glebe NSW 2539",Unethical Staff Behaviour,Falsified logs,Minor,Non-Reportable,An incident of type Unethical Staff Behaviour (Falsified logs) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,180,,,False,False,,
818,359,244678275,1977-09-04,2025-05-15,21:34,,Care Home 23,Near Miss,Almost tripped,Minor,Non-Reportable,An incident of type Near Miss (Almost tripped) occurred. A Near Miss incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,162,,,False,False,,
819,92,079553187,1966-02-10,2025-05-16,12:13,2025-05-17,"751 Bridge Rd, Hornsby NSW 2638",Unethical Staff Behaviour,Falsified logs,Critical,Reportable,An incident of type Unethical Staff Behaviour (Falsified logs) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a community setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,153,,,True,True,Hospital Visit,Ongoing Care
820,398,675301862,1997-11-10,2025-05-16,18:22,,Care Home 17,Verbal Abuse / Argument,Hostile disagreements,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Hostile disagreements) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,139,,,False,False,,
821,474,770503143,1950-07-13,2025-05-17,21:00,2025-05-18,Care Home 20,Verbal Abuse / Argument,Hostile disagreements,Critical,Reportable,An incident of type Verbal Abuse / Argument (Hostile disagreements) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,100,,,True,True,Specialist Consultation,Recovered
822,500,655024394,1994-12-03,2025-05-19,06:02,,Care Home 21,Abuse or Neglect,Emotional,Minor,Non-Reportable,An incident of type Abuse or Neglect (Emotional) occurred. A Abuse or Neglect incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,58,,,False,False,,
823,319,272325784,1996-12-17,2025-05-19,15:31,,Care Home 24,Infectious Disease Exposure,COVID-19,Major,Non-Reportable,An incident of type Infectious Disease Exposure (COVID-19) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,12,,,True,True,Hospital Visit,Ongoing Care
824,70,712867675,2016-09-14,2025-05-20,06:10,2025-05-21,Care Home 17,Service Complaint,Delays,Critical,Reportable,An incident of type Service Complaint (Delays) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,98,,,True,True,Specialist Consultation,Recovered
825,422,157768532,2013-07-31,2025-05-21,09:04,,"682 George St, Burwood NSW 2208",Neglect (Expanded),Unsafe hygiene,Major,Non-Reportable,An incident of type Neglect (Expanded) (Unsafe hygiene) occurred. A Neglect (Expanded) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,95,,,True,True,Hospital Visit,Ongoing Care
826,319,272325784,1996-12-17,2025-05-22,00:20,,Care Home 24,Infectious Disease Exposure,Gastroenteritis,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Gastroenteritis) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,168,,,False,False,,
827,479,507434901,1973-07-09,2025-05-22,03:21,,Care Home 7,Transport Incident,Vehicle crash,Minor,Non-Reportable,An incident of type Transport Incident (Vehicle crash) occurred. A Transport Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,105,,,False,False,,
828,187,748048159,1946-09-03,2025-05-22,14:46,,Care Home 10,Transport Incident,Fall during entry/exit,Minor,Non-Reportable,An incident of type Transport Incident (Fall during entry/exit) occurred. A Transport Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,56,,,False,False,,
829,591,644472122,1988-09-03,2025-05-23,14:09,,Care Home 21,Missing Person / Unexplained Absence,Wandering from facility,Critical,Reportable,An incident of type Missing Person / Unexplained Absence (Wandering from facility) occurred. A Missing Person / Unexplained Absence incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,85,,,True,True,First Aid,Recovered
830,514,360695569,1974-01-23,2025-05-24,00:27,,Care Home 18,Sexual Misconduct,Inappropriate touching,Minor,Non-Reportable,An incident of type Sexual Misconduct (Inappropriate touching) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,104,,,False,False,,
831,269,388874128,1962-05-20,2025-05-24,04:14,,Care Home 14,Restrictive Practices (Unauthorised),Environmental restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Environmental restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,19,,,False,False,,
832,496,239172146,1945-07-25,2025-05-24,04:32,,Care Home 1,Self-Harm / Suicide,Suicide attempts,Minor,Non-Reportable,An incident of type Self-Harm / Suicide (Suicide attempts) occurred. A Self-Harm / Suicide incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,19,,,False,False,,
833,3,601725088,1971-07-04,2025-05-24,12:15,,Care Home 23,Transport Incident,Unsafe driver behavior,Minor,Non-Reportable,An incident of type Transport Incident (Unsafe driver behavior) occurred. A Transport Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,148,,,False,False,,
834,562,372873400,2006-03-31,2025-05-24,14:20,,Care Home 9,Sexual Misconduct,Exhibitionism,Major,Non-Reportable,An incident of type Sexual Misconduct (Exhibitionism) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,161,,,True,True,First Aid,Recovered
835,87,675391033,1982-05-19,2025-05-24,18:57,,Care Home 1,Service Complaint,Delays,Minor,Non-Reportable,An incident of type Service Complaint (Delays) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,33,,,False,False,,
